[19/10/2025 18:44:09] | ADMINISTRADOR | admin | CREAR_USUARIO | EXITOSA | Usuario creado
[20/10/2025 00:10:11] | CLIENTE | C002 | REALIZAR_PEDIDO | FALLIDA | Stock insuficiente 7777
[20/10/2025 00:10:44] | CLIENTE | C002 | REALIZAR_PEDIDO | FALLIDA | Stock insuficiente 7777
[20/10/2025 00:11:29] | CLIENTE | C002 | REALIZAR_PEDIDO | FALLIDA | Stock insuficiente 7777
[20/10/2025 00:11:49] | CLIENTE | C002 | REALIZAR_PEDIDO | FALLIDA | Stock insuficiente 7777
[20/10/2025 00:11:57] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto 7777 Cant:-1
[20/10/2025 00:12:25] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto 7777 Cant:4
[20/10/2025 00:12:30] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto TP1 Cant:550
[20/10/2025 00:12:38] | CLIENTE | C002 | REALIZAR_PEDIDO | FALLIDA | Stock insuficiente 123456
[20/10/2025 00:12:50] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto A001 Cant:-50
[20/10/2025 00:12:53] | CLIENTE | C002 | REALIZAR_PEDIDO | FALLIDA | Stock insuficiente 123456
[20/10/2025 00:13:46] | CLIENTE | C002 | REALIZAR_PEDIDO | FALLIDA | Stock insuficiente 123456
[20/10/2025 00:17:04] | ADMIN | admin | ACTUALIZAR_PRECIO | EXITOSA | TP1->12.5
[20/10/2025 00:17:04] | VENDEDOR | V001 | AGREGAR_STOCK | EXITOSA | Producto TP1 Cant:100
[20/10/2025 00:17:04] | CLIENTE | C001 | REALIZAR_PEDIDO | EXITOSA | PE-021
[20/10/2025 00:17:04] | VENDEDOR | V001 | INCREMENTAR_VENTAS | EXITOSA | +1
[20/10/2025 00:17:04] | VENDEDOR | V001 | CONFIRMAR_PEDIDO | EXITOSA | PE-021
[20/10/2025 00:19:23] | ADMIN | admin | ACTUALIZAR_PRECIO | EXITOSA | TP1->12.5
[20/10/2025 00:19:23] | VENDEDOR | V001 | AGREGAR_STOCK | EXITOSA | Producto TP1 Cant:100
[20/10/2025 00:19:23] | CLIENTE | C001 | REALIZAR_PEDIDO | EXITOSA | PE-022
[20/10/2025 00:19:23] | VENDEDOR | V001 | INCREMENTAR_VENTAS | EXITOSA | +1
[20/10/2025 00:19:23] | VENDEDOR | V001 | CONFIRMAR_PEDIDO | EXITOSA | PE-022
[20/10/2025 00:24:09] | CLIENTE | C002 | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 00:24:55] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto 1234 Cant:-2
[20/10/2025 00:25:19] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto TP1 Cant:-1000
[20/10/2025 00:25:27] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto 7777 Cant:-4
[20/10/2025 00:25:57] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto TP1 Cant:-300
[20/10/2025 00:27:15] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto 7777 Cant:4
[20/10/2025 00:27:34] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto 12345 Cant:-7
[20/10/2025 00:37:06] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto 12345 Cant:5
[20/10/2025 00:37:11] | CLIENTE | C002 | REALIZAR_PEDIDO | EXITOSA | PE-023
[20/10/2025 00:39:50] | ADMIN | admin | ACTUALIZAR_PRECIO | EXITOSA | TP1->12.5
[20/10/2025 00:39:51] | VENDEDOR | V001 | AGREGAR_STOCK | EXITOSA | Producto TP1 Cant:100
[20/10/2025 00:39:51] | CLIENTE | C001 | REALIZAR_PEDIDO | EXITOSA | PE-024
[20/10/2025 00:39:51] | VENDEDOR | V001 | INCREMENTAR_VENTAS | EXITOSA | +1
[20/10/2025 00:39:51] | VENDEDOR | V001 | CONFIRMAR_PEDIDO | EXITOSA | PE-024
[20/10/2025 00:40:35] | CLIENTE | C002 | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 00:40:50] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto 12345 Cant:-5
[20/10/2025 00:40:56] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto 123456 Cant:-1
[20/10/2025 00:41:08] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto TP1 Cant:-172
[20/10/2025 00:41:13] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto 7777 Cant:-4
[20/10/2025 00:41:32] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto T001 Cant:-30
[20/10/2025 00:41:38] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto A001 Cant:-10
[20/10/2025 00:41:51] | VENDEDOR | C002 | AGREGAR_STOCK | EXITOSA | Producto 12345 Cant:1
[20/10/2025 00:42:02] | CLIENTE | C002 | REALIZAR_PEDIDO | EXITOSA | PE-025
[20/10/2025 00:42:13] | ADMINISTRADOR | admin | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 00:44:23] | VENDEDOR | 1234 | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 00:44:50] | VENDEDOR | 1234 | INCREMENTAR_VENTAS | EXITOSA | +1
[20/10/2025 00:44:50] | VENDEDOR | 1234 | CONFIRMAR_PEDIDO | EXITOSA | PE-023
[20/10/2025 00:44:50] | VENDEDOR | 1234 | INCREMENTAR_VENTAS | EXITOSA | +1
[20/10/2025 00:44:50] | VENDEDOR | 1234 | CONFIRMAR_PEDIDO | EXITOSA | PE-025
[20/10/2025 00:45:18] | VENDEDOR | 1234 | AGREGAR_STOCK | EXITOSA | Producto A001 Cant:1000
[20/10/2025 00:45:52] | CLIENTE | C002 | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 01:30:32] | ADMINISTRADOR | admin | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 01:30:52] | ADMINISTRADOR | admin | LOGOUT | EXITOSA | Usuario Administrador (admin) cerró sesión
[20/10/2025 01:30:58] | ADMINISTRADOR | admin | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 01:56:34] | ADMINISTRADOR | admin | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 01:57:27] | ADMINISTRADOR | admin | LOGOUT | EXITOSA | Usuario Administrador (admin) cerró sesión
[20/10/2025 01:57:32] | VENDEDOR | 1234 | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 02:03:26] | ADMINISTRADOR | admin | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 02:03:54] | ADMINISTRADOR | admin | LOGOUT | EXITOSA | Usuario Administrador (admin) cerró sesión
[20/10/2025 02:03:59] | VENDEDOR | 1234 | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 02:11:37] | ADMINISTRADOR | admin | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 02:11:52] | ADMINISTRADOR | admin | LOGOUT | EXITOSA | Usuario Administrador (admin) cerró sesión
[20/10/2025 02:11:57] | VENDEDOR | 1234 | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 02:12:06] | VENDEDOR | 1234 | LOGOUT | EXITOSA | Usuario JIMMY (1234) cerró sesión
[20/10/2025 02:12:10] | CLIENTE | C002 | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 02:12:36] | CLIENTE | C002 | LOGOUT | EXITOSA | Usuario JIMMY (C002) cerró sesión
[20/10/2025 02:12:40] | VENDEDOR | 1234 | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 02:13:36] | VENDEDOR | 1234 | LOGOUT | EXITOSA | Usuario JIMMY (1234) cerró sesión
[20/10/2025 02:13:40] | ADMINISTRADOR | admin | LOGIN | EXITOSA | Inicio de sesión correcto
[20/10/2025 02:13:50] | ADMINISTRADOR | admin | LOGOUT | EXITOSA | Usuario Administrador (admin) cerró sesión
